user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Km207	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.7	0.97	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.7	0.97	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 88.59, 0.9; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.3948, 84.47, 0.8; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.3948, 84.11, 0.81; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 84.05, 0.73; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 84.05, 0.84; GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 84.0, 0.79; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.1942, 83.99, 0.76; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 83.1, 0.8; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 82.96, 0.79; GCF_012932675.1, s__Bifidobacterium sp012932675, 95.0, 82.6, 0.64; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 82.41, 0.59; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 82.35, 0.63; GCF_018555355.1, s__Bifidobacterium sp018555355, 95.0, 81.4, 0.61; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 81.38, 0.59; GCF_009299505.1, s__Bifidobacterium ramosum, 95.0, 81.26, 0.6; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 81.25, 0.6; GCF_018555385.1, s__Bifidobacterium sp018555385, 95.0, 81.23, 0.58; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 81.22, 0.57; GCF_010667645.1, s__Bifidobacterium platyrrhinorum, 95.0, 81.19, 0.62; GCF_018555635.1, s__Bifidobacterium sp018555635, 95.0, 81.17, 0.59; GCF_000741165.1, s__Bifidobacterium biavatii, 95.0, 81.17, 0.58; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 81.16, 0.59; GCF_018555335.1, s__Bifidobacterium sp018555335, 95.0, 81.15, 0.57; GCF_010667685.1, s__Bifidobacterium aerophilum, 95.0, 81.05, 0.61; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 81.03, 0.55; GCF_008698235.1, s__Bifidobacterium rousetti, 95.0, 81.0, 0.57; GCF_014898175.1, s__Bifidobacterium lemurum, 95.0, 80.93, 0.59; GCF_000196555.1, s__Bifidobacterium longum, 95.0, 80.86, 0.57; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 80.82, 0.46; GCF_001025135.1, s__Bifidobacterium bifidum, 95.0, 80.81, 0.52; GCF_014898155.1, s__Bifidobacterium eulemuris, 95.0, 80.78, 0.59; GCF_000741215.1, s__Bifidobacterium pullorum_B, 95.0, 80.78, 0.54; GCF_000741175.1, s__Bifidobacterium callitrichos, 95.0, 80.76, 0.6; GCF_012932365.1, s__Bifidobacterium sp012932365, 95.0, 80.75, 0.54; GCF_009299475.1, s__Bifidobacterium avesanii, 95.0, 80.71, 0.55; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 80.69, 0.48; GCF_018555455.1, s__Bifidobacterium sp018555455, 95.0, 80.69, 0.49; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 80.69, 0.59; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 80.65, 0.52; GCF_003952945.1, s__Bifidobacterium samirii, 95.0, 80.63, 0.6; GCF_001417815.1, s__Bifidobacterium aesculapii, 95.0, 80.62, 0.58; GCF_009193305.1, s__Bifidobacterium cebidarum, 95.0, 80.6, 0.52; GCF_009193355.1, s__Bifidobacterium leontopitheci, 95.0, 80.6, 0.57; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 80.55, 0.45; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 80.48, 0.56; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 80.43, 0.45; GCF_016899725.1, s__Bifidobacterium pullorum_C, 95.0, 80.43, 0.52; GCF_008698145.1, s__Bifidobacterium vespertilionis, 95.0, 80.38, 0.54; GCF_012932375.1, s__Bifidobacterium sp012932375, 95.0, 80.31, 0.52; GCF_012932425.1, s__Bifidobacterium sp012932425, 95.0, 80.25, 0.52; GCA_002298605.1, s__Bifidobacterium sp002298605, 95.0, 80.22, 0.39; GCF_009078285.1, s__Bifidobacterium jacchi, 95.0, 80.2, 0.48; GCF_012932445.1, s__Bifidobacterium sp012932445, 95.0, 80.19, 0.37; GCF_002802865.1, s__Bifidobacterium scaligerum, 95.0, 80.04, 0.51; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 79.9, 0.44; GCF_003951095.1, s__Bifidobacterium goeldii, 95.0, 79.87, 0.38; GCF_010667615.1, s__Bifidobacterium choloepi, 95.0, 79.77, 0.45; GCA_000771265.1, s__Bifidobacterium thermophilum, 95.0, 79.75, 0.44; GCF_009299485.1, s__Bifidobacterium apri, 95.0, 79.73, 0.38; GCF_000741535.1, s__Bifidobacterium boum, 95.0, 79.67, 0.43; GCA_000741495.1, s__Bifidobacterium thermophilum_A, 95.0, 79.64, 0.46; GCF_000741255.1, s__Bifidobacterium magnum, 95.0, 79.61, 0.36; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 79.52, 0.43; GCF_000741295.1, s__Bifidobacterium globosum, 95.0, 79.51, 0.41; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 79.51, 0.45; GCF_003952025.1, s__Bifidobacterium castoris, 95.0, 79.32, 0.45; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 79.3, 0.41; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 79.29, 0.45; GCF_004155535.1, s__Bifidobacterium pseudolongum_C, 95.0, 79.27, 0.45; GCF_000741285.1, s__Bifidobacterium mongoliense, 95.0, 79.17, 0.34; GCF_000741775.1, s__Bifidobacterium subtile, 95.0, 79.0, 0.39; GCF_002259755.1, s__Bifidobacterium hapali, 95.0, 78.81, 0.32; GCF_009727065.1, s__Bifidobacterium canis, 95.0, 78.8, 0.39; GCF_000260715.1, s__Bifidobacterium animalis, 95.0, 78.73, 0.4; GCF_009371885.1, s__Bifidobacterium tibiigranuli, 95.0, 78.72, 0.39; GCF_002286935.1, s__Bifidobacterium criceti, 95.0, 78.5, 0.39; GCF_003315635.1, s__Bifidobacterium aemilianum, 95.0, 78.43, 0.29; GCF_000741205.1, s__Bifidobacterium gallicum, 95.0, 78.32, 0.3; GCF_003951975.1, s__Bifidobacterium dolichotidis, 95.0, 78.21, 0.14; GCF_000741765.1, s__Bifidobacterium tsurumiense, 95.0, 77.94, 0.21; GCF_000741645.1, s__Bifidobacterium minimum, 95.0, 77.78, 0.28; GCF_000741525.1, s__Bifidobacterium bohemicum, 95.0, 77.68, 0.25; GCF_900094885.1, s__Bifidobacterium commune, 95.0, 77.65, 0.15; GCF_000738005.1, s__Bifidobacterium crudilactis, 95.0, 77.59, 0.21; GCF_000263635.1, s__Bifidobacterium vaginale_C, 95.0, 77.55, 0.06; GCF_000737845.1, s__Bifidobacterium bombi, 95.0, 77.36, 0.14; GCF_000741705.1, s__Bifidobacterium psychraerophilum, 95.0, 77.14, 0.25; GCA_003585845.1, s__Bifidobacterium sp003585845, 95.706, 77.12, 0.04; GCA_003585735.1, s__Bifidobacterium sp003585735, 95.0, 76.89, 0.07; GCF_000263595.1, s__Bifidobacterium vaginale_E, 95.0, 76.75, 0.06; GCF_003293675.1, s__Bifidobacterium leopoldii, 95.706, 76.68, 0.04; GCF_003408845.1, s__Bifidobacterium vaginale_H, 95.0, 76.67, 0.06; GCF_001042655.1, s__Bifidobacterium vaginale, 95.0, 76.65, 0.04; GCF_003397705.1, s__Bifidobacterium swidsinskii, 95.6629, 76.56, 0.04; GCF_001546455.1, s__Bifidobacterium vaginale_B, 95.0, 76.38, 0.04; GCF_001546485.1, s__Bifidobacterium vaginale_D, 95.0, 76.35, 0.06; GCF_002896555.1, s__Bifidobacterium vaginale_F, 95.0, 76.34, 0.04; GCF_003397585.1, s__Bifidobacterium piotii, 95.0, 76.17, 0.04; GCF_001563665.1, s__Bifidobacterium vaginale_A, 95.0, 75.88, 0.03	72.9	11	N/A	N/A
Km208	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	N/A	N/A	N/A	N/A	N/A	GCA_002424545.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp002424545	83.19	0.62	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002423465.1, s__UBA5619 sp002423465, 95.0, 80.2, 0.5; GCA_003141195.1, s__UBA5619 sp003141195, 95.0, 80.03, 0.49; GCA_001873745.1, s__UBA5619 sp001873745, 95.0, 79.27, 0.38; GCA_018896355.1, s__UBA5619 sp018896355, 95.0, 79.18, 0.35; GCA_018819165.1, s__UBA5619 sp018819165, 95.0, 78.53, 0.19; GCA_016935075.1, s__UBA5619 sp016935075, 95.0, 78.4, 0.37; GCA_018827585.1, s__UBA5619 sp018827585, 95.0, 78.22, 0.23; GCA_013824905.1, s__UBA5619 sp013824905, 95.0, 78.22, 0.18; GCA_001830835.1, s__UBA5619 sp001830835, 95.0, 78.18, 0.26; GCA_001829875.1, s__UBA5619 sp001829875, 95.0, 77.9, 0.17; GCA_903903205.1, s__UBA5619 sp903903205, 95.0, 77.71, 0.17; GCA_903928915.1, s__UBA5619 sp903928915, 95.0, 77.59, 0.28	65.17	11	0.9765025354893404	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Km209	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__MWFF01;s__MWFF01 sp002071485	GCA_002071485.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__MWFF01;s__MWFF01 sp002071485	99.74	0.92	GCA_002071485.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__MWFF01;s__MWFF01 sp002071485	99.74	0.92	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.43	11	N/A	N/A
Km21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__JAAYFE01;s__JAAYFE01 sp012728365	GCA_012728365.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__JAAYFE01;s__JAAYFE01 sp012728365	99.5	0.82	GCA_012728365.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__JAAYFE01;s__JAAYFE01 sp012728365	99.5	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__JAAYFE01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012735405.1, s__JAAYFE01 sp012735405, 95.0, 84.21, 0.7	84.67	11	N/A	N/A
Km211	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__DUUU01;s__DUUU01 sp012512265	GCA_012512265.1	95.0	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__DUUU01;s__DUUU01 sp012512265	99.27	0.98	GCA_012512265.1	95.0	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__DUUU01;s__DUUU01 sp012512265	99.27	0.98	d__Bacteria;p__Armatimonadota;c__SYMT01;o__JAAZEB01;f__JAAZEB01;g__DUUU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012841485.1, s__DUUU01 sp012841485, 95.0, 91.23, 0.85	57.17	11	N/A	N/A
Km213	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655 sp017992885	GCA_017992885.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655 sp017992885	99.51	0.93	GCA_017992885.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655 sp017992885	99.51	0.93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001767835.1, s__UBA9655 sp001767835, 95.0, 76.57, 0.06; GCA_001897795.1, s__UBA9655 sp001897795, 95.0, 76.56, 0.18; GCA_018242065.1, s__UBA9655 sp018242065, 95.0, 76.03, 0.14	88.07	11	N/A	N/A
Km216	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAFDWI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018268545.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAFDWI01;s__JAFDWI01 sp018268545	78.15	0.28	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAAYBP01;g__JAFDWI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.66	11	0.8836452322582656	N/A
Km22	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp018057165	GCA_018057165.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp018057165	99.46	0.86	GCA_018057165.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp018057165	99.46	0.86	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016793705.1, s__Tabrizicola sp016793705, 95.0, 87.42, 0.81; GCA_016792905.1, s__Tabrizicola sp016792905, 95.0, 86.43, 0.79; GCA_017303485.1, s__Tabrizicola sp017303485, 95.0, 86.14, 0.75; GCA_013824055.1, s__Tabrizicola sp013824055, 95.0, 84.59, 0.76; GCF_003574395.1, s__Tabrizicola thermarum, 95.0, 84.54, 0.72; GCF_011174775.1, s__Tabrizicola sp011174775, 95.0, 84.46, 0.7; GCF_005222785.1, s__Tabrizicola sp005222785, 95.0, 84.33, 0.78; GCF_015999335.1, s__Tabrizicola soli, 95.0, 84.22, 0.71; GCF_008271465.1, s__Tabrizicola flagellata, 95.0, 84.18, 0.71; GCA_009773055.1, s__Tabrizicola sp009773055, 95.0, 83.66, 0.64; GCA_002280405.1, s__Tabrizicola sp002280405, 95.0, 83.63, 0.7; GCF_002900975.1, s__Tabrizicola aquatica, 95.0, 83.46, 0.69; GCA_016792685.1, s__Tabrizicola sp016792685, 95.0, 82.69, 0.65; GCF_004762095.1, s__Tabrizicola sp004762095, 95.0, 81.4, 0.6; GCF_003940805.1, s__Tabrizicola piscis, 95.0, 81.31, 0.63; GCA_013821825.1, s__Tabrizicola sp013821825, 95.0, 81.19, 0.57; GCA_012036325.1, s__Tabrizicola sp012036325, 95.0, 80.99, 0.55; GCA_903917595.1, s__Tabrizicola sp903917595, 95.0, 80.85, 0.53; GCA_002280315.1, s__Tabrizicola sp002280315, 95.0, 80.65, 0.61	76.95	11	N/A	N/A
Km220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.19	11	0.8357878057229561	N/A
Km222	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__Rectinema;s__Rectinema sp003452735	GCA_003452735.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__Rectinema;s__Rectinema sp003452735	98.19	0.69	GCA_003452735.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__Rectinema;s__Rectinema sp003452735	98.19	0.69	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__Rectinema;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002070755.1, s__Rectinema sp002070755, 95.0, 91.33, 0.7; GCA_012516755.1, s__Rectinema sp012516755, 95.0, 84.29, 0.62; GCF_009768935.1, s__Rectinema subterraneum, 95.0, 77.97, 0.11; GCA_015657395.1, s__Rectinema sp015657395, 95.0, 77.45, 0.13; GCA_002435985.1, s__Rectinema sp002435985, 95.0, 77.41, 0.08; GCA_002441395.1, s__Rectinema sp002441395, 95.0, 77.23, 0.09; GCA_002425765.1, s__Rectinema sp002425765, 95.0, 77.07, 0.09; GCA_011368145.1, s__Rectinema sp011368145, 95.0, 76.52, 0.05	75.68	11	N/A	N/A
Km226	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	GCA_002304915.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.5	0.9	GCA_002304915.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.5	0.9	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002071335.1, s__Lenti-01 sp002071335, 95.0, 77.74, 0.36; GCA_009930415.1, s__Lenti-01 sp009930415, 95.0, 77.7, 0.31; GCA_009928955.1, s__Lenti-01 sp009928955, 95.0, 77.57, 0.36; GCA_012514035.1, s__Lenti-01 sp012514035, 95.0, 77.5, 0.31; GCA_002347655.1, s__Lenti-01 sp002347655, 95.0, 77.47, 0.34; GCA_003451935.1, s__Lenti-01 sp003451935, 95.0, 77.32, 0.17	72.06	11	N/A	N/A
Km230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__JAGPDB01 sp018057765	GCA_018057765.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__JAGPDB01 sp018057765	99.65	0.84	GCA_018057765.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__JAGPDB01 sp018057765	99.65	0.84	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	49.62	11	N/A	N/A
